[2025-04-01 15:40:31] Starting new parameter optimization.
[2025-04-01 15:40:31] Created grid with 500 parameter combinations.
[2025-04-01 15:40:31] Memory usage Before data loading: 149.92 MB
[2025-04-01 15:40:31] Loading and processing data in chunks...
[2025-04-01 15:40:31] Encoding utf-8 failed, trying next...
[2025-04-01 15:40:32] Found compatible encoding: latin-1
[2025-04-01 15:40:32] Processing chunk 1...
[2025-04-01 15:40:32] Memory usage After processing chunk 1: 150.68 MB
[2025-04-01 15:40:32] Found 25 unique reports.
[2025-04-01 15:40:32] Creating sparse co-occurrence matrix...
[2025-04-01 15:40:32] Memory usage After creating co-occurrence matrix: 150.76 MB
[2025-04-01 15:40:32] Creating network graph...
[2025-04-01 15:40:32] Loading sample of 25 reports for metrics calculation...
[2025-04-01 15:40:32] Memory usage After graph creation: 150.71 MB
[2025-04-01 15:40:32] Search initialization complete.
[2025-04-01 15:40:32] Graph contains 77 nodes and 393 edges.
[2025-04-01 15:40:32] Memory usage Final: 150.71 MB
[2025-04-01 15:40:32] Running parameter optimization with 500 total combinations.
[2025-04-01 15:40:32] 0 already evaluated, 500 remaining.
[2025-04-01 15:40:32] Testing combination 1/500: {'community_algorithm': 'label_propagation', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:53] Testing combination 493/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 1.0, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:53] Testing combination 494/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 1.0, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:53] Testing combination 495/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:53] Testing combination 496/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:53] Testing combination 497/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 1.0, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:53] Testing combination 498/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 1.0, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:53] Testing combination 499/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:53] Testing combination 500/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:53] Parameter optimization complete!
[2025-04-01 15:40:53] Results saved to optimization_results\results\optimization_results.csv
[2025-04-01 15:40:53] Optimal parameters saved to optimization_results\results\optimal_parameters.csv and optimization_results\results\optimal_parameters.json
[2025-04-01 15:40:53] 
Values for parameter community_resolution:
[2025-04-01 15:40:53]   Value 0: '0.5' of type <class 'float'>
[2025-04-01 15:40:53]   Value 1: '0.5' of type <class 'float'>
[2025-04-01 15:40:53]   Value 2: '0.5' of type <class 'float'>
[2025-04-01 15:40:53]   Value 3: '0.5' of type <class 'float'>
[2025-04-01 15:40:53]   Value 4: '0.5' of type <class 'float'>
[2025-04-01 15:40:53] 
Values for parameter min_pattern_frequency:
[2025-04-01 15:40:53]   Value 0: '4.0' of type <class 'float'>
[2025-04-01 15:40:53]   Value 1: '4.0' of type <class 'float'>
[2025-04-01 15:40:53]   Value 2: '4.0' of type <class 'float'>
[2025-04-01 15:40:53]   Value 3: '4.0' of type <class 'float'>
[2025-04-01 15:40:53]   Value 4: '4.0' of type <class 'float'>
[2025-04-01 15:40:53] 
Values for parameter quality_weight_coverage:
[2025-04-01 15:40:53]   Value 0: '0.6' of type <class 'float'>
[2025-04-01 15:40:53]   Value 1: '0.6' of type <class 'float'>
[2025-04-01 15:40:53]   Value 2: '0.3' of type <class 'float'>
[2025-04-01 15:40:53]   Value 3: '0.3' of type <class 'float'>
[2025-04-01 15:40:53]   Value 4: '0.6' of type <class 'float'>
[2025-04-01 15:40:53] 
Values for parameter quality_weight_redundancy:
[2025-04-01 15:40:53]   Value 0: '0.4' of type <class 'float'>
[2025-04-01 15:40:53]   Value 1: '0.5' of type <class 'float'>
[2025-04-01 15:40:53]   Value 2: '0.3' of type <class 'float'>
[2025-04-01 15:40:53]   Value 3: '0.5' of type <class 'float'>
[2025-04-01 15:40:53]   Value 4: '0.6' of type <class 'float'>
[2025-04-01 15:41:07] Parameter influence visualizations saved to optimization_results\visualizations
[2025-04-01 15:41:07] Visualizations created successfully.
[2025-04-01 15:41:07] Checkpoint file removed (search completed successfully).
